nickname,raw_value,raw_units,value,units,specifier,doi,record_method,,,experimental,state,
PhCzDSO2,0.41,eV,[0.41],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2016.12.037,QuantityModelTemplateParser,,,1,Film,
CzPhDSO2,0.22,eV,[0.22],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2016.12.037,QuantityModelTemplateParser,,,1,Film,
MOTPADSO2,0.3,eV,[0.3],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2016.12.037,QuantityModelTemplateParser,,,1,Film,
TPADSO2,0.37,eV,[0.37],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2016.12.037,QuantityModelTemplateParser,,,1,Film,
26DCzPPy,0.39,[eV],[0.39],ElectronVolt^(1.0),ΔEST,10.1016/j.synthmet.2015.06.022,AutoTableParser,,,1,Film,
TmPyPB,0.29,(eV),[0.29],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2014.05.027,AutoTableParser,,,1,Film,neat
TPSi-F,0.38,(eV),[0.38],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2014.05.027,AutoTableParser,,,1,Film,
PYD2,0.37,(eV),[0.37],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2014.05.027,AutoTableParser,,,1,Film,
CzSi,0.35,(eV),[0.35],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2014.05.027,AutoTableParser,,,1,Film,
DPEPO,0.31,(eV),[0.31],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2014.05.027,AutoTableParser,,,1,Film,
MPPA,0.16,eV,[0.16],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2017.06.034,MultiQuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
MPPA-Cz,0.17,eV,[0.17],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2017.06.034,MultiQuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
MPPA-3Cz,0.16,eV,[0.16],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2017.06.034,MultiQuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
4-DPM,0.114,(eV),[0.114],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2017.01.010,AutoTableParser,,,0,-,
3-DPM,0.098,(eV),[0.098],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2017.01.010,AutoTableParser,,,0,-,
4CzIPN,0.043,(eV),[0.043],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2016.11.035,AutoTableParser,,,0,-,neat
4CzPN,0.039,(eV),[0.039],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2016.11.035,AutoTableParser,,,0,-,neat
t-BuTCz2BP,0.05,(eV),[0.05],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2016.06.025,AutoTableParser,,,0,-,neat
t-BuTCz2BP,0.08,(eV),[0.08],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2016.06.025,AutoTableParser,,,1,Film,neat
t-BuCz2BP,0.28,(eV),[0.28],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2016.06.025,AutoTableParser,,,0,-,
t-BuCz2BP,0.15,(eV),[0.15],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2016.06.025,AutoTableParser,,,1,Film,
BDQDMAC,0.07,[eV],[0.07],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2017.02.035,AutoTableParser,,,1,Film,
BDQ-tBuCz,0.18,[eV],[0.18],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2017.02.035,AutoTableParser,,,1,Film,
BDQCz,0.2,[eV],[0.2],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2017.02.035,AutoTableParser,,,1,Film,
BDQPCz,0.33,[eV],[0.33],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2017.02.035,AutoTableParser,,,1,Film,
BDQDMAC,0.08,eV,[0.08],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2017.02.035,QuantityModelTemplateParser,,,0,-,
BDQPCz,0.66,eV,[0.66],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2017.02.035,QuantityModelTemplateParser,,,0,-,
